No,user_name,text,label,lowercase,remove,tweet_clean
3108,Orbit Digital,ACEH TAMIANG| Vaksin Covid-19 jenis Sinovac telah tiba di Aceh Tamiang pada malam tadi sekira pukul 23.30 Wib pada.â€¦ https://t.co/fxNEsYTirf,positif,aceh tamiang| vaksin covid-19 jenis sinovac telah tiba di aceh tamiang pada malam tadi sekira pukul 3.30 wib pada.â€¦ https://t.co/fxnesytirf,aceh tamiang vaksin covid jenis sinovac telah tiba di aceh tamiang pada malam tadi sekira pukul  wib pada ,"['aceh', 'tamiang', 'vaksin', 'covid', 'jenis', 'sinovac', 'aceh', 'tamiang', 'malam', 'sekira', 'pukulwib']"
3114,Antara Jabar,"Foto - Bahan baku vaksin COVID-19 tiba di Bio Farma - ANTARA News Jawa Barat https://t.co/BK9zqhjdFC 
#vaksinasiâ€¦ https://t.co/bBcqA2qyGZ",positif,"foto - bahan baku vaksin covid-19 tiba di bio farma - antara news jawa barat https://t.co/bk9zqhjdfc 
#vaksinasiâ€¦ https://t.co/bbcqa2qygz",foto  bahan baku vaksin covid tiba di bio farma  antara news jawa barat ,"['fotobahan', 'baku', 'vaksin', 'covid', 'bio', 'farmaantara', 'news', 'jawa', 'barat']"
3120,Knowledge Hub Kesehatan Reproduksi Indonesia,"Halo kawan #KnoHub, baru-baru ini di media sosial ramai loh berita mengenai unjuk rasa di Polandia. Apa ya kira-kirâ€¦ https://t.co/7sLvthk57v",positif,"halo kawan #knohub, baru-baru ini di media sosial ramai loh berita mengenai unjuk rasa di polandia. apa ya kira-kirâ€¦ https://t.co/7slvthk57v",halo kawan barubaru ini di media sosial ramai loh berita mengenai unjuk rasa di polandia apa ya kirakir ,"['halo', 'kawan', 'barubaru', 'media', 'sosial', 'ramai', 'loh', 'berita', 'unjuk', 'polandia', 'ya', 'kirakir']"
3127,Martabak keju coklat,"Jangan lupa di vaksinðŸ˜Š

#NCT127 #Vaksin #NCT_DOYOUNG #NCTìž¬í˜„ https://t.co/GZ6m7vc0gP",positif,"jangan lupa di vaksinðÿ˜š

#nct127 #vaksin #nct_doyoung #nctìž¬í˜„ https://t.co/gz6m7vc0gp",jangan lupa di vaksin ?? ,"['lupa', 'vaksin']"
3132,Freddy Gondrong Â©,"#Sate #kambing aja #halal tapi bila dikonsumsi oleh penderita #darah tinggi bisa menghawatirkan.
Gak peduli #vaksinâ€¦ https://t.co/9IxRpeXIK7",positif,"#sate #kambing aja #halal tapi bila dikonsumsi oleh penderita #darah tinggi bisa menghawatirkan.
gak peduli #vaksinâ€¦ https://t.co/9ixrpexik7",aja tapi bila dikonsumsi oleh penderita tinggi bisa menghawatirkangak peduli ,"['aja', 'dikonsumsi', 'penderita', 'menghawatirkangak', 'peduli']"
3134,Polsek Barus,"Personil Polsek Barus Melaksanakan Pengawalan Pendistribusian Vaksin Sinovac Beserta Kelengkapannya.

#Vaksinasiâ€¦ https://t.co/R6tINFvhj1",positif,"personil polsek barus melaksanakan pengawalan pendistribusian vaksin sinovac beserta kelengkapannya.

#vaksinasiâ€¦ https://t.co/r6tinfvhj1",personil polsek barus melaksanakan pengawalan pendistribusian vaksin sinovac beserta kelengkapannya  ,"['personil', 'polsek', 'barus', 'melaksanakan', 'pengawalan', 'pendistribusian', 'vaksin', 'sinovac', 'beserta', 'kelengkapannya']"
3152,101.1 MGTRADIO Bandung,Listeners! Ribuan tenaga kesehatan akan menjalaniÂ vaksinasi COVID-19Â massal di Bandung hari Rabu ini. Pemberian vakâ€¦ https://t.co/tXx2kXwXbX,positif,listeners! ribuan tenaga kesehatan akan menjalaniâ vaksinasi covid-19â massal di bandung hari rabu ini. pemberian vakâ€¦ https://t.co/txx2kxwxbx,listeners ribuan tenaga kesehatan akan menjalani?vaksinasi covid?massal di bandung hari rabu ini pemberian vak ,"['listeners', 'ribuan', 'tenaga', 'kesehatan', 'menjalanivaksinasi', 'covidmassal', 'bandung', 'rabu', 'pemberian', 'vak']"
3162,Kaltim Today,"Kepolisian China Bongkar Sindikat Pemalsuan Vaksin Covid-19, 80 Orang Ditangkap https://t.co/db8y1yBSTe 

#vaksin",positif,"kepolisian china bongkar sindikat pemalsuan vaksin covid-19, 80 orang ditangkap https://t.co/db8y1ybste 

#vaksin",kepolisian china bongkar sindikat pemalsuan vaksin covidorang ditangkap,"['kepolisian', 'china', 'bongkar', 'sindikat', 'pemalsuan', 'vaksin', 'covidorang', 'ditangkap']"
3170,Indonesian Positife,"Vaksinasi dan disiplin prokes
#vaksincovid19 #vaksinasi #vaksinuntukkita #vaksin3mlawancoronaâ€¦ https://t.co/4fgcK8exMc",positif,"vaksinasi dan disiplin prokes
#vaksincovid19 #vaksinasi #vaksinuntukkita #vaksin3mlawancoronaâ€¦ https://t.co/4fgck8exmc",vaksinasi dan disiplin prokes  ,"['vaksinasi', 'disiplin', 'prokes']"
3217,Humas Polsek Minas,"Vaksin Covid - 19 Aman dan Halal, Ayo di Vaksin...!!!
.
.
@humaspolda_riau 
@humas_polres_siak 
@polres_siakâ€¦ https://t.co/xymkjIe770",positif,"vaksin covid - 19 aman dan halal, ayo di vaksin...!!!
.
.
@humaspolda_riau 
@humas_polres_siak 
@polres_siakâ€¦ https://t.co/xymkjie770",vaksin covid aman dan halal ayo di vaksin   ,"['vaksin', 'covid', 'aman', 'halal', 'ayo', 'vaksin']"
3219,Nola.,Dukung #vaksin untuk menanggulangi penyebaran virus https://t.co/lDxP51aKkZ,positif,dukung #vaksin untuk menanggulangi penyebaran virus https://t.co/ldxp51akkz,dukung untuk menanggulangi penyebaran virus ,"['dukung', 'menanggulangi', 'penyebaran', 'virus']"
3231,Ditjen IKP Kominfo,Hai SobatKom! Beredar sebuah infografis berisi pilihan vaksin Covid-19 yang ditawarkan oleh RS Pelni. Apakah ini inâ€¦ https://t.co/d9anK74m42,positif,hai sobatkom! beredar sebuah infografis berisi pilihan vaksin covid-19 yang ditawarkan oleh rs pelni. apakah ini inâ€¦ https://t.co/d9ank74m42,hai sobatkom beredar sebuah infografis berisi pilihan vaksin covid yang ditawarkan oleh rs pelni apakah ini in ,"['hai', 'sobatkom', 'beredar', 'infografis', 'berisi', 'pilihan', 'vaksin', 'covid', 'ditawarkan', 'rs', 'pelni', 'in']"
3239,yuneka tresna,"Saya sudah divaksin tahap pertama

#vaksin
#vaksincorona @ Kepahiang, Bengkulu, Indonesia https://t.co/VN5fsqwJeN",positif,"saya sudah divaksin tahap pertama

#vaksin
#vaksincorona @ kepahiang, bengkulu, indonesia https://t.co/vn5fsqwjen",saya sudah divaksin tahap pertama  kepahiang bengkulu indonesia ,"['divaksin', 'tahap', 'pertamakepahiang', 'bengkulu', 'indonesia']"
3242,Seputar Kota Tegal,Pak Gub @ganjarpranowo semoga kita bisa sama2 bersabar di tengah #pandemi #COVID19 ini. Ini mungkin latihan kecil sâ€¦ https://t.co/O4Q9aOGR3O,positif,pak gub @ganjarpranowo semoga kita bisa sama2 bersabar di tengah #pandemi #covid19 ini. ini mungkin latihan kecil sâ€¦ https://t.co/o4q9aogr3o,pak gubsemoga kita bisa sama bersabar di tengah ini ini mungkin latihan kecil s ,"['gubsemoga', 'bersabar', 'latihan', 's']"
3243,Aremania Singo Edan,"Dedik Setiawan Jadi Pesepakbola Pertama yang Dapat Vaksin Covid-19

Full Video Disini =&gt;&gt;&gt; https://t.co/2YxblG2SE3â€¦ https://t.co/0Dr4ws69ad",positif,"dedik setiawan jadi pesepakbola pertama yang dapat vaksin covid-19

full video disini =&gt;&gt;&gt; https://t.co/2yxblg2se3â€¦ https://t.co/0dr4ws69ad",dedik setiawan jadi pesepakbola pertama yang dapat vaksin covidfull video disini gtgtgt ,"['dedik', 'setiawan', 'pesepakbola', 'vaksin', 'covidfull', 'video', 'gtgtgt']"
3257,seekor belalang,"Vaksin di hari ulang tahun ðŸ¤™ðŸ¤ŸðŸ¤˜
Semoga covid-19 menghilang tanpa alasan seperti dia ......
Canda dia

#Vaksinâ€¦ https://t.co/Z8aliYCM4O",positif,"vaksin di hari ulang tahun ðÿ¤™ðÿ¤ÿðÿ¤˜
semoga covid-19 menghilang tanpa alasan seperti dia .....
canda dia

#vaksinâ€¦ https://t.co/z8aliycm4o",vaksin di hari ulang tahun ???semoga covid menghilang tanpa alasan seperti dia canda dia  ,"['vaksin', 'ulang', 'semoga', 'covid', 'menghilang', 'alasan', 'canda']"
3260,BanjarHaja,"nah wal.. vaksin nitu terbukti aman sdah.. kada ush ragu lgi buhan pian

#vaksincovid19 #Vaksin #vaksinamanâ€¦ https://t.co/TKbKj5G5aE",positif,"nah wal.. vaksin nitu terbukti aman sdah.. kada ush ragu lgi buhan pian

#vaksincovid19 #vaksin #vaksinamanâ€¦ https://t.co/tkbkj5g5ae",nah wal vaksin nitu terbukti aman sdah kada ush ragu lgi buhan pian  ,"['wal', 'vaksin', 'nitu', 'terbukti', 'aman', 'sdah', 'kada', 'ush', 'ragu', 'lgi', 'buhan', 'pian']"
3263,Rabiatul Adawiah,"Waspadai hoax tentang vaksin covid-19 demi kelancaran program vaksinasi nasional

#Vaksin #vaksincovid19â€¦ https://t.co/ZYxfGixkNN",positif,"waspadai hoax tentang vaksin covid-19 demi kelancaran program vaksinasi nasional

#vaksin #vaksincovid19â€¦ https://t.co/zyxfgixknn",waspadai hoax tentang vaksin covid demi kelancaran program vaksinasi nasional  ,"['waspadai', 'hoax', 'vaksin', 'covid', 'kelancaran', 'program', 'vaksinasi', 'nasional']"
3264,Kompas Klasika,Vaksin yang kita kenal dapat membentuk kekebalan tubuh terhadap suatu penyakit memiliki sejarah panjang. Inilah sekâ€¦ https://t.co/JfXiyFmRd9,positif,vaksin yang kita kenal dapat membentuk kekebalan tubuh terhadap suatu penyakit memiliki sejarah panjang. inilah sekâ€¦ https://t.co/jfxiyfmrd9,vaksin yang kita kenal dapat membentuk kekebalan tubuh terhadap suatu penyakit memiliki sejarah panjang inilah sek ,"['vaksin', 'kenal', 'membentuk', 'kekebalan', 'tubuh', 'penyakit', 'memiliki', 'sejarah', 'sek']"
3269,FRS DLL,"Konspirasi Covid-19 Menyebar Cepat Seperti Api, Dokter Islam di Inggris Ingatkan Umat Muslim agar Percaya Ahliâ€¦ https://t.co/N84ofpSuwL",positif,"konspirasi covid-19 menyebar cepat seperti api, dokter islam di inggris ingatkan umat muslim agar percaya ahliâ€¦ https://t.co/n84ofpsuwl",konspirasi covid menyebar cepat seperti api dokter islam di inggris ingatkan umat muslim agar percaya ahli ,"['konspirasi', 'covid', 'menyebar', 'cepat', 'api', 'dokter', 'islam', 'inggris', 'ingatkan', 'umat', 'muslim', 'percaya', 'ahli']"
3271,BharataRadio738,"Selengkapnya di https://t.co/XLIXSXxfYA
#BeritaTerkini #vaksin #jokowi #covid #beritaterkini #radiobharata738â€¦ https://t.co/11IFaq0UmM",positif,"selengkapnya di https://t.co/xlixsxxfya
#beritaterkini #vaksin #jokowi #covid #beritaterkini #radiobharata738â€¦ https://t.co/11ifaq0umm",selengkapnya di ,['selengkapnya']
3274,Pusat Teknologi Farmasi dan Medika,"Hai Farmazen! Apa kabar semuanyaa??

Mumpung lagi rame vaksin, hari ini kita mau share lagi tentang kegiatan di PTFâ€¦ https://t.co/805WhewCjY",positif,"hai farmazen! apa kabar semuanyaa??

mumpung lagi rame vaksin, hari ini kita mau share lagi tentang kegiatan di ptfâ€¦ https://t.co/805whewcjy",hai farmazen apa kabar semuanyaamumpung lagi rame vaksin hari ini kita mau share lagi tentang kegiatan di ptf ,"['hai', 'farmazen', 'kabar', 'semuanyaamumpung', 'rame', 'vaksin', 'share', 'kegiatan', 'ptf']"
3275,kejari-poso,"VAKSIN AMAN DAN HALAL....ðŸ’ªðŸ’ªðŸ’ª

#KejaksaanRI #kejatisulteng #kejariposo #vaksin #aman #halal #PEN @ Rumah Sakit Umumâ€¦ https://t.co/3SiS2rvfea",positif,"vaksin aman dan halal....ðÿ’ªðÿ’ªðÿ’ª

#kejaksaanri #kejatisulteng #kejariposo #vaksin #aman #halal #pen @ rumah sakit umumâ€¦ https://t.co/3sis2rvfea",vaksin aman dan halal rumah sakit umum ,"['vaksin', 'aman', 'halal', 'rumah', 'sakit']"
3277,PRAMITA LAB.ID,"Mau dapetin voucher pemeriksaan IgG Antibodi SarCov2 gratis? Caranya gampang banget. Klik

https://t.co/A3igqR9Zg7â€¦ https://t.co/MGnpogBbfy",positif,"mau dapetin voucher pemeriksaan igg antibodi sarcov2 gratis? caranya gampang banget. klik

https://t.co/a3igqr9zg7â€¦ https://t.co/mgnpogbbfy",mau dapetin voucher pemeriksaan igg antibodi sarcov gratis caranya gampang banget klik,"['dapetin', 'voucher', 'pemeriksaan', 'igg', 'antibodi', 'sarcov', 'gratis', 'gampang', 'banget', 'klik']"
3279,Institut Teknologi Bandung,"Program Vaksinasi SDM Kesehatan di Bandung Dilakukan di Sabuga ITB

https://t.co/w8zDMLWuxA 

#ITBNews #Vaksinâ€¦ https://t.co/zcvnZjAQC9",positif,"program vaksinasi sdm kesehatan di bandung dilakukan di sabuga itb

https://t.co/w8zdmlwuxa 

#itbnews #vaksinâ€¦ https://t.co/zcvnzjaqc9",program vaksinasi sdm kesehatan di bandung dilakukan di sabuga itb  ,"['program', 'vaksinasi', 'sdm', 'kesehatan', 'bandung', 'sabuga', 'itb']"
3306,AzizifirA,"Butuh #vaksincovid19 âŽ
#vaksin semangatâœ…",positif,"butuh #vaksincovid19 âž
#vaksin semangatâœ…",butuh ?semangat??,"['butuh', 'semangat']"
3310,#FMB9ID,Ganjar Pranowo tegaskan pentingnya gotong royong dan kerjasama guna membuat pandemi berakhir. Dirinya juga memaparkâ€¦ https://t.co/95Gdosd8ej,positif,ganjar pranowo tegaskan pentingnya gotong royong dan kerjasama guna membuat pandemi berakhir. dirinya juga memaparkâ€¦ https://t.co/95gdosd8ej,ganjar pranowo tegaskan pentingnya gotong royong dan kerjasama guna membuat pandemi berakhir dirinya juga memapark ,"['ganjar', 'pranowo', 'tegaskan', 'gotong', 'royong', 'kerjasama', 'pandemi', 'memapark']"
3313,á´›á´œêœ±,"Alhamdulilah Aman &amp; Halal, MARI JO VAKSIN â¤ï¸ðŸ’‰ #vaksÃ¬ncovid19 #vaksin #vaksinamandahalal @ VaksinCeria https://t.co/Z24S9C2lo9",positif,"alhamdulilah aman &amp; halal, mari jo vaksin â¤ï¸ðÿ’‰ #vaksã¬ncovid19 #vaksin #vaksinamandahalal @ vaksinceria https://t.co/z24s9c2lo9",alhamdulilah aman amp halal mari jo vaksin ???ncovidvaksinceria ,"['alhamdulilah', 'aman', 'amp', 'halal', 'mari', 'jo', 'vaksin', 'ncovidvaksinceria']"
3323,delfmradio,"Akhirnya 2000 paket Vaksin Sinovac yang akan digunakan dalam rangka vaksinasi Covid-19 tiba di Kabupaten Toba, Rabâ€¦ https://t.co/MHmbJyTFf1",positif,"akhirnya 000 paket vaksin sinovac yang akan digunakan dalam rangka vaksinasi covid-19 tiba di kabupaten toba, rabâ€¦ https://t.co/mhmbjytff1",akhirnyapaket vaksin sinovac yang akan digunakan dalam rangka vaksinasi covid tiba di kabupaten toba rab ,"['akhirnyapaket', 'vaksin', 'sinovac', 'rangka', 'vaksinasi', 'covid', 'kabupaten', 'toba', 'rab']"
3325,Key23,"DAPET KUOTA GRATIS IM3/ INDOSAT OOREDOO 
1. Download aplikasi myIM3 di play store/ apps store 
2. Masukan kode refeâ€¦ https://t.co/ezCMFpVAez",positif,"dapet kuota gratis im3/ indosat ooredoo 
1. download aplikasi myim3 di play store/ apps store 
2. masukan kode refeâ€¦ https://t.co/ezcmfpvaez",dapet kuota gratis im/ indosat ooredoo  download aplikasi myim di play store/ apps store  masukan kode refe ,"['dapet', 'kuota', 'gratis', 'im', 'indosat', 'ooredoodownload', 'aplikasi', 'myim', 'play', 'store', 'apps', 'storemasukan', 'kode', 'refe']"
3326,Bali Antara News,"Ratusan tenaga kesehatan Jembrana tidak lolos syarat vaksinasi

#vaksin #covid #jembrana

https://t.co/ZE6iO19ycF",positif,"ratusan tenaga kesehatan jembrana tidak lolos syarat vaksinasi

#vaksin #covid #jembrana

https://t.co/ze6io19ycf",ratusan tenaga kesehatan jembrana tidak lolos syarat vaksinasi ,"['ratusan', 'tenaga', 'kesehatan', 'jembrana', 'lolos', 'syarat', 'vaksinasi']"
3327,AmÃ½r A. RÅ«kie,"Cara mengaplikasikan PCARE VAKSIN 1.5.0
#Vaksin
#vaksincovid19
#VaksinUntukPelayanPublik
#PCARE
#APLIKASIPCARE
https://t.co/08mC2WCz9U",positif,"cara mengaplikasikan pcare vaksin 1.5.0
#vaksin
#vaksincovid19
#vaksinuntukpelayanpublik
#pcare
#aplikasipcare
https://t.co/08mc2wcz9u",cara mengaplikasikan pcare vaksin      ,"['mengaplikasikan', 'pcare', 'vaksin']"
3328,HSB Investasi,Hal ini terjadi setelah Perdana Menteri Australia Morrison mengumumkan akan membeli tambahan 10 juta dosis vaksin Pâ€¦ https://t.co/vCv9yOzPfA,positif,hal ini terjadi setelah perdana menteri australia morrison mengumumkan akan membeli tambahan 10 juta dosis vaksin pâ€¦ https://t.co/vcv9yozpfa,hal ini terjadi setelah perdana menteri australia morrison mengumumkan akan membeli tambahanjuta dosis vaksin p ,"['perdana', 'menteri', 'australia', 'morrison', 'mengumumkan', 'membeli', 'tambahanjuta', 'dosis', 'vaksin', 'p']"
3335,SeputariNewsRCTI,Vaksinasi massal ribuan tenaga kesehatan menjadi langkah penting dalam penanganan COVID-19 (Virus Corona) di Jakartâ€¦ https://t.co/6EdwpimqGc,positif,vaksinasi massal ribuan tenaga kesehatan menjadi langkah penting dalam penanganan covid-19 virus corona) di jakartâ€¦ https://t.co/6edwpimqgc,vaksinasi massal ribuan tenaga kesehatan menjadi langkah penting dalam penanganan covid virus corona di jakart ,"['vaksinasi', 'massal', 'ribuan', 'tenaga', 'kesehatan', 'langkah', 'penanganan', 'covid', 'virus', 'corona', 'jakart']"
3340,Padangbulan.co.id,"Khofifah Gubernur Jatim Usulkan Jurnalis Masuk Sasaran Vaksinasi Tahap Dua
#vaksincovid19 #Vaksinasiâ€¦ https://t.co/3RQ2cOrmZH",positif,"khofifah gubernur jatim usulkan jurnalis masuk sasaran vaksinasi tahap dua
#vaksincovid19 #vaksinasiâ€¦ https://t.co/3rq2cormzh",khofifah gubernur jatim usulkan jurnalis masuk sasaran vaksinasi tahap dua  ,"['khofifah', 'gubernur', 'jatim', 'usulkan', 'jurnalis', 'masuk', 'sasaran', 'vaksinasi', 'tahap']"
3343,President Raspberriez,Ini #daftarharga #vaksin #covid dari RSPelni #Jkt Pertanyaannya 1)Katanya vaksin gratis?ðŸ¤” 2)Knp yg #Sinopharm hargaâ€¦ https://t.co/xMXcQokdcK,positif,ini #daftarharga #vaksin #covid dari rspelni #jkt pertanyaannya 1)katanya vaksin gratis?ðÿ¤” )knp yg #sinopharm hargaâ€¦ https://t.co/xmxcqokdck,ini dari rspelni pertanyaannya katanya vaksin gratis?? knp yg harga ,"['rspelni', 'pertanyaannya', 'vaksin', 'gratis', 'knp', 'yg', 'harga']"
3353,Radio Sonora Bali 98.9 FM,10:00 wita - Sedang berlangsung Vaksinasi Massal untuk Tenaga Kesehatan dan semua yang bekerja di Fasyankes. Vaksinâ€¦ https://t.co/RGcE7lcxPK,positif,10:00 wita - sedang berlangsung vaksinasi massal untuk tenaga kesehatan dan semua yang bekerja di fasyankes. vaksinâ€¦ https://t.co/rgce7lcxpk, wita  sedang berlangsung vaksinasi massal untuk tenaga kesehatan dan semua yang bekerja di fasyankes vaksin ,"['witasedang', 'vaksinasi', 'massal', 'tenaga', 'kesehatan', 'fasyankes', 'vaksin']"
3355,NONGKRONG,KERAS!! LAH SAYA TEST BUAT APA DOKâ‰ï¸- Akhirnya dr.Tompi Bicara!! - Deddy Corbuzier Podcast #nongkrong #coronaâ€¦ https://t.co/68Gypfg05e,positif,keras!! lah saya test buat apa dokâ‰ï¸- akhirnya dr.tompi bicara!! - deddy corbuzier podcast #nongkrong #coronaâ€¦ https://t.co/68gypfg05e,keras lah saya test buat apa dok?? akhirnya drtompi bicara  deddy corbuzier podcast ,"['keras', 'test', 'dok', 'drtompi', 'bicaradeddy', 'corbuzier', 'podcast']"
3362,Lab Pintar,"Vaksin MMR BIKIN AUTISME??ðŸ˜±

Sebelum kita parno duluan, yuk langsung kupas bukti ilmiahnya di postingan kali ini yaâ€¦ https://t.co/48esql28p2",positif,"vaksin mmr bikin autisme??ðÿ˜±

sebelum kita parno duluan, yuk langsung kupas bukti ilmiahnya di postingan kali ini yaâ€¦ https://t.co/48esql28p2",vaksin mmr bikin autisme?sebelum kita parno duluan yuk langsung kupas bukti ilmiahnya di postingan kali ini ya ,"['vaksin', 'mmr', 'bikin', 'autismesebelum', 'parno', 'duluan', 'yuk', 'langsung', 'kupas', 'bukti', 'ilmiahnya', 'postingan', 'kali', 'ya']"
3387,Anak Mamak,"Rasanya Ah Mantab á¥¬ðŸ˜‚á­„á¥¬ðŸ˜‚á­„

#COVID19 #Covid_19 #Vaksin #vaksincovid19 #radiografer https://t.co/t1lWGUKSgz",positif,"rasanya ah mantab á¥¬ðÿ˜‚á­„á¥¬ðÿ˜‚á­„

#covid19 #covid_19 #vaksin #vaksincovid19 #radiografer https://t.co/t1lwguksgz",rasanya ah mantab ????????????,"['ah', 'mantab']"
3389,UMMATINA,"""Jadi kita wajib menjaga dari segala macam bahaya yang diduga. COVID-19 ini juga bahaya, (bahkan) bukan lagi didugaâ€¦ https://t.co/ZUytqmAZ9z",positif,"""jadi kita wajib menjaga dari segala macam bahaya yang diduga. covid-19 ini juga bahaya, bahkan) bukan lagi didugaâ€¦ https://t.co/zuytqmaz9z",jadi kita wajib menjaga dari segala macam bahaya yang diduga covid ini juga bahaya bahkan bukan lagi diduga ,"['wajib', 'menjaga', 'bahaya', 'diduga', 'covid', 'bahaya', 'diduga']"
3391,Sugiri Sancoko,"Kemarin (4/2), saya &amp; Bunda Lisdyarita mengikuti program vaksinasi yg dilaksanakan oleh Dinas Kesehatan Kab. Ponoroâ€¦ https://t.co/Kk9KRoTX8v",positif,"kemarin 4/2), saya &amp; bunda lisdyarita mengikuti program vaksinasi yg dilaksanakan oleh dinas kesehatan kab. ponoroâ€¦ https://t.co/kk9krotx8v",kemarin / saya amp bunda lisdyarita mengikuti program vaksinasi yg dilaksanakan oleh dinas kesehatan kab ponoro ,"['kemarin', 'amp', 'bunda', 'lisdyarita', 'mengikuti', 'program', 'vaksinasi', 'yg', 'dilaksanakan', 'dinas', 'kesehatan', 'kab', 'ponoro']"
3392,Sasha Hardjakusumah,"Our guest star has arrived! Narasumber terkenal utk membicarakan #Vaksin #COVID19
DR. Dr. Erni Juwita Nelwan, SpPD-â€¦ https://t.co/t2quRl18nq",positif,"our guest star has arrived! narasumber terkenal utk membicarakan #vaksin #covid19
dr. dr. erni juwita nelwan, sppd-â€¦ https://t.co/t2qurl18nq",our guest star has arrived narasumber terkenal utk membicarakandr dr erni juwita nelwan sppd ,"['our', 'guest', 'star', 'has', 'arrived', 'narasumber', 'terkenal', 'utk', 'membicarakandr', 'dr', 'erni', 'juwita', 'nelwan', 'sppd']"
3396,shagov99,"Saran IDI agar antibodi terbentuk optimal setelah vaksinasi.

#Covid19 #VirusCorona #SocialDistancingâ€¦ https://t.co/w8PNJH1rNn",positif,"saran idi agar antibodi terbentuk optimal setelah vaksinasi.

#covid19 #viruscorona #socialdistancingâ€¦ https://t.co/w8pnjh1rnn",saran idi agar antibodi terbentuk optimal setelah vaksinasi  ,"['saran', 'idi', 'antibodi', 'terbentuk', 'optimal', 'vaksinasi']"
3411,Zhafari Fariz khanafi,"@kumparan
Yuk, semangat bangkitkan Indonesia dengan dukung gerakan kumparan 
#BersamaKitaVaksin
@ChoerniatiNiaâ€¦ https://t.co/ahVsIArUQG",positif,"@kumparan
yuk, semangat bangkitkan indonesia dengan dukung gerakan kumparan 
#bersamakitavaksin
@choerniatiniaâ€¦ https://t.co/ahvsiaruqg",yuk semangat bangkitkan indonesia dengan dukung gerakan kumparan   ,"['yuk', 'semangat', 'bangkitkan', 'indonesia', 'dukung', 'gerakan', 'kumparan']"
3412,Dinas Kesehatan Provinsi DKI Jakarta,"Hi Sobat Sehat!

Vaksinasi Masal kembali diadakan pada Hari Sabtu-Minggu, 6-7 Februari 2021

Untuk jadwal dan lokasâ€¦ https://t.co/DrpRwzy4oo",positif,"hi sobat sehat!

vaksinasi masal kembali diadakan pada hari sabtu-minggu, 6-7 februari 021

untuk jadwal dan lokasâ€¦ https://t.co/drprwzy4oo",hi sobat sehatvaksinasi masal kembali diadakan pada hari sabtuminggu  februari untuk jadwal dan lokas ,"['hi', 'sobat', 'sehatvaksinasi', 'masal', 'diadakan', 'sabtuminggufebruari', 'jadwal', 'lokas']"
3414,sukri jiwa,"Vaksin Covid sudah datang halal dan aman

#Vaksin #Covid19 https://t.co/zL1BNH7Kjf",positif,"vaksin covid sudah datang halal dan aman

#vaksin #covid19 https://t.co/zl1bnh7kjf",vaksin covid sudah datang halal dan aman,"['vaksin', 'covid', 'halal', 'aman']"
3419,Ditjen P2P,"Hi Sobat #Healthies,

Vaksinasi Masal kembali diadakan pada Hari Sabtu-Minggu, 6-7 Februari 2021

Untuk jadwal danâ€¦ https://t.co/N8bLD9lz4p",positif,"hi sobat #healthies,

vaksinasi masal kembali diadakan pada hari sabtu-minggu, 6-7 februari 021

untuk jadwal danâ€¦ https://t.co/n8bld9lz4p",hi sobatvaksinasi masal kembali diadakan pada hari sabtuminggu  februari untuk jadwal dan ,"['hi', 'sobatvaksinasi', 'masal', 'diadakan', 'sabtuminggufebruari', 'jadwal']"
3422,Puskesmas Pademangan,"Reposted from @dinkesdki Hi Sobat Sehat!

Vaksinasi Masal kembali diadakan pada Hari Sabtu-Minggu, 6-7 Februari 202â€¦ https://t.co/lrrAugXTSb",positif,"reposted from @dinkesdki hi sobat sehat!

vaksinasi masal kembali diadakan pada hari sabtu-minggu, 6-7 februari 02â€¦ https://t.co/lrraugxtsb",reposted fromhi sobat sehatvaksinasi masal kembali diadakan pada hari sabtuminggu  februari  ,"['reposted', 'fromhi', 'sobat', 'sehatvaksinasi', 'masal', 'diadakan', 'sabtuminggufebruari']"
3423,ðŸ‡²ðŸ‡¨SFzâ„¢ðŸ‡²ðŸ‡¨,"#2HariJatengHeningCipta
Semarang hujan Pak ganjar 
#67JatengDirumah #Vaksin #boyolali #solopos https://t.co/J7a9s31G7g",positif,"#2harijatengheningcipta
semarang hujan pak ganjar 
#67jatengdirumah #vaksin #boyolali #solopos https://t.co/j7a9s31g7g", semarang hujan pak ganjar ,"['semarang', 'hujan', 'ganjar']"
3427,Cakrawala Senja,"Vaksin covid-19 sinovac aman dan halal untuk digunakan

#VaksinasiNasional #Vaksin #vaksinhalal https://t.co/SlkJVbBIUM",positif,"vaksin covid-19 sinovac aman dan halal untuk digunakan

#vaksinasinasional #vaksin #vaksinhalal https://t.co/slkjvbbium",vaksin covid sinovac aman dan halal untuk digunakan,"['vaksin', 'covid', 'sinovac', 'aman', 'halal']"
3434,Kahfi Satria,"Masyarakat tidak perlu lagi meragukan manfaat dari vaksin Covid-19âœ¨

#dukungvaksinasicovid #vaksin #dukungvaksinâ€¦ https://t.co/PXYyNtjdrS",positif,"masyarakat tidak perlu lagi meragukan manfaat dari vaksin covid-19âœ¨

#dukungvaksinasicovid #vaksin #dukungvaksinâ€¦ https://t.co/pxyyntjdrs",masyarakat tidak perlu lagi meragukan manfaat dari vaksin covid??  ,"['masyarakat', 'meragukan', 'manfaat', 'vaksin', 'covid']"
